Name,Genre,Publisher,Year,Global_Sales,Decade,FranchiseTag
nervous brickdown,puzzle,eidos interactive,2007,0.02,2000,0
nes open tournament golf,sports,nintendo,1991,1.0,1990,0
nes remix,action,nintendo,2014,0.3,2010,0
net high,adventure,marvelous games,2015,0.02,2010,0
netsu chu pro yakyuu 2002,sports,namco bandai games,2002,0.25,2000,0
netsu chu pro yakyuu 2003,sports,namco bandai games,2003,0.28,2000,0
nettou powerful koushien,sports,konami digital entertainment,2010,0.03,2010,0
neverdead,shooter,konami digital entertainment,2012,0.23,2010,0
neverland card battles,roleplaying,idea factory,2008,0.05,2000,0
neverwinter nights,roleplaying,atari,2002,0.03,2000,0
neverwinter nights 2,roleplaying,atari,2006,0.03,2000,1
neverwinter nights 2 mask of the betrayer,roleplaying,atari,2007,0.01,2000,1
neverwinter nights diamond,roleplaying,atari,2004,0.03,2000,0
neves,puzzle,ignition entertainment,2007,0.02,2000,0
new atelier rorona hajimari no monogatari,action,tecmo koei,2015,0.02,2010,0
new carnival games,misc,taketwo interactive,2010,0.84,2010,0
new international track  field,sports,konami digital entertainment,2008,0.08,2000,0
new interpretation stranger of sword city,roleplaying,experience inc,2016,0.01,2010,0
new legends,action,thq,2002,0.09,2000,0
new love plus,simulation,konami digital entertainment,2012,0.19,2010,0
new play control donkey kong jungle beat,platform,nintendo,2008,0.61,2000,0
new play control mario power tennis,sports,nintendo,2009,1.48,2000,0
new play control pikmin,strategy,nintendo,2008,0.66,2000,0
new play control pikmin 2,strategy,nintendo,2009,0.6,2000,1
new prince of tennis go to the top,action,furyu,2015,0.05,2010,0
new super luigi u,platform,nintendo,2013,2.22,2010,0
new super mario bros,platform,nintendo,2006,30.01,2000,0
new super mario bros 2,platform,nintendo,2012,9.82,2010,1
new super mario bros u,platform,nintendo,2012,5.19,2010,0
new super mario bros wii,platform,nintendo,2009,28.62,2000,0
new tokyo legacy operation babel,roleplaying,5pb,2015,0.03,2010,0
newu fitness first mind body yoga  pilates workout,sports,black bean games,2010,0.15,2010,0
next generation of chaos,roleplaying,idea factory,2002,0.05,2000,0
nfl 2k,sports,sega,1999,1.2,1990,0
nfl 2k1,sports,sega,2000,1.09,2000,0
nfl 2k2,sports,sega,2001,1.07,2000,0
nfl 2k3,sports,atari,2002,2.06,2000,0
nfl blitz,sports,midway games,1998,2.56,1990,0
nfl blitz 2000,sports,midway games,1998,1.67,1990,0
nfl blitz 2001,sports,midway games,2000,1.01,2000,0
nfl blitz 2002,sports,midway games,2002,0.46,2000,0
nfl blitz 2003,sports,midway games,2002,0.72,2000,0
nfl blitz pro,sports,midway games,2003,0.3,2000,0
nfl fever 2002,sports,microsoft game studios,2000,0.99,2000,0
nfl fever 2003,sports,microsoft game studios,2002,0.61,2000,0
nfl fever 2004,sports,microsoft game studios,2003,0.32,2000,0
nfl gameday,sports,sony computer entertainment,1995,0.85,1990,0
nfl gameday 2000,sports,989 studios,1999,1.8,1990,0
nfl gameday 2001,sports,sony computer entertainment,2000,1.3599999999999999,2000,0
nfl gameday 2002,sports,sony computer entertainment,2001,0.78,2000,0
nfl gameday 2004,sports,sony computer entertainment,2003,0.41,2000,0
nfl gameday 97,sports,sony computer entertainment,1996,0.87,1990,0
nfl gameday 98,sports,sony computer entertainment,1997,1.68,1990,0
nfl gameday 99,sports,989 studios,1998,1.53,1990,0
nfl head coach,sports,electronic arts,2006,0.5700000000000001,2000,0
nfl head coach 09,sports,electronic arts,2008,0.25,2000,0
nfl qb club 2001,sports,acclaim entertainment,2000,0.12,2000,0
nfl quarterback club 2000,sports,acclaim entertainment,1999,0.4,1990,0
nfl quarterback club 2002,sports,acclaim entertainment,2001,0.27,2000,0
nfl quarterback club 97,sports,acclaim entertainment,1996,0.22,1990,0
nfl quarterback club 98,sports,acclaim entertainment,1997,1.06,1990,0
nfl quarterback club 99,sports,acclaim entertainment,1998,0.62,1990,0
nfl street,sports,electronic arts,2004,2.4299999999999997,2000,0
nfl street 2,sports,electronic arts,2004,2.29,2000,1
nfl street 2 unleashed,sports,electronic arts,2005,0.37,2000,1
nfl street 3,sports,electronic arts,2006,0.27,2000,1
nfl tour,sports,electronic arts,2008,0.22,2000,0
nfl xtreme,sports,sony computer entertainment,1998,0.69,1990,0
nfl xtreme 2,sports,989 studios,1999,0.48,1990,1
nhl 06,sports,electronic arts,2005,0.9099999999999999,2000,0
nhl 07,sports,electronic arts,2006,0.98,2000,0
nhl 08,action,electronic arts,2007,0.5,2000,0
nhl 09,sports,electronic arts,2008,1.01,2000,0
nhl 10,sports,electronic arts,2009,1.24,2000,0
nhl 11,sports,electronic arts,2010,1.33,2010,0
nhl 12,sports,electronic arts,2011,1.29,2010,0
nhl 13,sports,electronic arts,2012,1.32,2010,0
nhl 14,sports,electronic arts,2013,1.1099999999999999,2010,0
nhl 15,sports,electronic arts,2014,1.83,2010,0
nhl 16,sports,electronic arts,2015,1.14,2010,0
nhl 17,sports,electronic arts,2016,0.35,2010,0
nhl 2000,sports,electronic arts,1998,0.87,1990,0
nhl 2001,sports,electronic arts,2000,1.5899999999999999,2000,0
nhl 2002,sports,electronic arts,2001,1.5899999999999999,2000,0
nhl 2003,sports,electronic arts,2002,1.27,2000,0
nhl 2004,sports,electronic arts,2003,1.25,2000,0
nhl 2005,sports,electronic arts,2004,0.68,2000,0
nhl 2k10,sports,taketwo interactive,2009,1.02,2000,0
nhl 2k11,sports,taketwo interactive,2010,0.28,2010,0
nhl 2k3,sports,sega,2002,0.35,2000,0
nhl 2k6,sports,taketwo interactive,2005,0.73,2000,0
nhl 2k7,sports,taketwo interactive,2006,0.21,2000,0
nhl 2k8,sports,taketwo interactive,2007,0.22,2000,0
nhl 2k9,sports,taketwo interactive,2008,0.5,2000,0
nhl 97,sports,electronic arts,1996,0.47,1990,0
nhl 98,sports,electronic arts,1997,0.92,1990,0
nhl 99,sports,electronic arts,1997,1.46,1990,0
nhl blades of steel 2000,sports,konami digital entertainment,1999,0.04,1990,0
nhl blades of steel 99,sports,konami digital entertainment,1999,0.05,1990,0
nhl breakaway 98,sports,acclaim entertainment,1998,0.46,1990,0
nhl breakaway 99,sports,acclaim entertainment,1998,0.08,1990,0
nhl championship 2000,sports,fox interactive,1998,0.22,1990,0
nhl faceoff,sports,sony computer entertainment,1994,0.45,1990,0
nhl faceoff 2000,sports,sony computer entertainment,1998,0.31,1990,0
nhl faceoff 2001,sports,sony computer entertainment,2000,0.43000000000000005,2000,0
nhl faceoff 2003,sports,sony computer entertainment,2002,0.23,2000,0
nhl faceoff 97,sports,sony computer entertainment,1996,0.46,1990,0
nhl faceoff 98,sports,sony computer entertainment,1997,0.51,1990,0
nhl faceoff 99,sports,989 studios,1997,0.43,1990,0
nhl hitz 2002,sports,midway games,2001,1.04,2000,0
nhl hitz 2003,sports,midway games,2002,0.47000000000000003,2000,0
nhl hitz pro,sports,midway games,2003,0.26,2000,0
nhl legacy,action,electronic arts,2015,0.09,2010,0
nhl open ice,sports,midway games,1996,0.07,1990,0
nhl powerplay 96,sports,virgin interactive,1996,0.12,1990,0
nhl powerplay 98,sports,virgin interactive,1997,0.05,1990,0
nhl rivals 2004,sports,microsoft game studios,2003,0.11,2000,0
nhl rock the rink,sports,electronic arts,1999,0.26,1990,0
nhra championship drag racing,racing,valusoft,2005,0.24,2000,0
nhra drag racing countdown to the championship,racing,thq,2007,0.07,2000,0
ni hao kailan new years celebration,misc,taketwo interactive,2009,0.2,2000,0
ni hao kailan super game day,misc,taketwo interactive,2009,0.27,2000,0
ni no kuni wrath of the white witch,roleplaying,namco bandai games,2011,1.55,2010,0
nichibeikan pro yakyuu final league,sports,squaresoft,2002,0.07,2000,0
nichibutsu arcade classics,misc,nichibutsu,1995,0.28,1990,0
nickelodeon dance,misc,taketwo interactive,2011,0.37,2010,0
nickelodeon fit,sports,taketwo interactive,2010,0.93,2010,0
nickelodeon party blast,misc,atari,2002,0.47,2000,0
nickelodeon team umizoomi,action,taketwo interactive,2011,0.48,2010,0
nicktoons attack of the toybots,platform,thq,2007,0.99,2000,0
nicktoons battle for volcano island,action,thq,2006,0.3,2000,0
nicktoons collection game boy advance video volume 1,misc,unknown,2004,0.64,2000,0
nicktoons collection game boy advance video volume 2,misc,unknown,2004,0.22,2000,1
nicktoons collection game boy advance video volume 3,misc,unknown,2005,0.02,2000,1
nicktoons freeze frame frenzy,action,thq,2004,0.4,2000,0
nicktoons mlb,sports,taketwo interactive,2011,0.39,2010,0
nicktoons movin,action,thq,2004,0.32,2000,0
nicktoons racing,racing,infogrames,2002,0.44000000000000006,2000,0
nicktoons unite,adventure,thq,2005,0.87,2000,0
nicola kanshuu model  oshare audition,misc,alchemist,2010,0.06,2010,0
nicola kanshuu model  oshare audition 2,action,alchemist,2011,0.06,2010,1
nicola kanshuu model oshare  audition platina,action,alchemist,2012,0.08,2010,0
nier,roleplaying,square enix,2010,0.9299999999999999,2010,0
night at the museum battle of the smithsonian,action,majesco entertainment,2009,0.78,2000,0
night head the labyrinth,adventure,fuji,1995,0.03,1990,0
night warriors darkstalkers revenge,fighting,virgin interactive,1995,0.34,1990,0
night wizard the video game denial of the world,adventure,5pb,2008,0.02,2000,0
nightcaster,action,microsoft game studios,2002,0.13,2000,0
nightcaster ii equinox,action,jaleco,2002,0.05,2000,1
nightmare creatures,action,sony computer entertainment,1997,0.89,1990,0
nightmare creatures ii,action,konami digital entertainment,2000,0.17,2000,1
nights into dreams,platform,sega,1996,0.44,1990,0
nights journey of dreams,platform,sega,2007,0.42,2000,0
nights of azure,action,tecmo koei,2015,0.06,2010,0
nightshade,action,sega,2003,0.12,2000,0
nighttruth explanation of the paranormal  the making of nighttruth voice selection,misc,sonnet,1996,0.02,1990,0
nihon keizai shinbunsha kanshuu shiranai mamade wa son o suru mono ya okane no shikumi ds,misc,nintendo,2009,0.1,2000,0
nihon pro mahjong kishikai kanshuu pro ni naru mahjong ds,misc,success,2005,0.04,2000,0
nike kinect training,sports,microsoft game studios,2012,0.05,2010,0
niko puchi girls runway,misc,happinet,2015,0.02,2010,0
nikolis pencil puzzle,puzzle,hudson soft,2011,0.08,2010,0
nil admirari no tenbin teito genwaku toukidan,adventure,idea factory,2016,0.02,2010,0
ninja assault,shooter,namco bandai games,2002,0.11,2000,0
ninja blade,action,microsoft game studios,2009,0.33,2000,0
ninja gaiden,action,microsoft game studios,2004,1.23,2000,0
ninja gaiden 3,action,tecmo koei,2012,0.88,2010,1
ninja gaiden black,action,microsoft game studios,2005,0.09,2000,0
ninja gaiden dragon sword,action,tecmo koei,2008,0.22,2000,0
ninja gaiden ii,action,tecmo koei,2008,1.01,2000,1
ninja gaiden sigma,action,eidos interactive,2007,1.42,2000,0
ninja gaiden sigma 2,action,ubisoft annecy,2009,0.87,2000,1
ninja hattori kun ninja wa shuugyou degogiru no maki,platform,hudson soft,1986,1.5,1980,0
ninja reflex,action,electronic arts,2008,0.22,2000,0
ninja shadow of darkness,action,eidos interactive,1998,0.38,1990,0
ninja warriors,action,titus,1993,0.07,1990,0
ninjabread man,action,popcorn arcade,2007,0.08,2000,0
ninjatown,strategy,southpeak games,2008,0.14,2000,0
ninokuni shikkoku no madoushi,roleplaying,level 5,2010,0.54,2010,0
nintendo land,misc,nintendo,2012,4.44,2010,0
nintendo presents crossword collection,puzzle,nintendo,2009,0.24,2000,0
nintendo presents new style boutique 2  fashion forward,misc,nintendo,2015,0.69,2010,1
nintendo world cup,sports,nintendo,1990,1.48,1990,0
nintendogs,simulation,nintendo,2005,24.76,2000,0
nintendogs  cats,simulation,nintendo,2011,3.81,2010,0
nintendogs and cats golden retriever and new friends,action,nintendo,2011,0.01,2010,0
nippon daihyou team no kantoku ni narou sekaihatsu soccer rpg,sports,sega,1998,0.12,1990,0
nippon no asoko de,misc,sony computer entertainment,2008,0.03,2000,0
nisekoi yomeiri,adventure,konami digital entertainment,2014,0.03,2010,0
nisenochigiri,adventure,idea factory,2010,0.02,2010,0
nisenochigiri omoide no saki e,adventure,idea factory,2011,0.03,2010,0
nishijin pachinko monogatari 2,misc,kss,1996,0.03,1990,1
nitrobike,racing,ubisoft,2008,0.14,2000,0
nitroplus blasterz heroines infinite duel,fighting,marvelous interactive,2015,0.05,2010,0
no fate only the power of will,adventure,alchemist,2010,0.01,2010,0
no fear downhill mountain biking,sports,codemasters,1998,0.13,1990,0
no mans sky,action,hello games,2016,1.6,2010,0
no more heroes,action,rising star games,2007,0.57,2000,0
no more heroes 2 desperate struggle,action,rising star games,2010,0.41,2010,1
no more heroes heroes paradise,action,konami digital entertainment,2010,0.22,2010,0
no more heroes red zone,action,marvelous interactive,2011,0.09,2010,0
no one can stop mr domino,misc,jvc,1998,0.08,1990,0
no rules get phat,action,tdk mediactive,2001,0.04,2000,0
no1 muscle ranking  kinniku banzuke vol 1 oregasaikyouno otokoda,sports,konami digital entertainment,1999,0.32,1990,0
no1 muscle ranking  kinniku banzuke vol 2 aratanarugenkai enochousen,sports,konami digital entertainment,2000,0.15,2000,1
nobunaga no yabou ds,strategy,tecmo koei,2006,0.01,2000,0
nobunaga no yabou ds 2,strategy,tecmo koei,2008,0.03,2000,1
nobunaga no yabou haouden,strategy,tecmo koei,1993,0.62,1990,0
nobunaga no yabou kakushin with powerup kit,strategy,tecmo koei,2008,0.03,2000,0
nobunaga no yabou online houou no shou,strategy,ackkstudios,2012,0.01,2010,0
nobunaga no yabou ranseiki,strategy,tecmo koei,2002,0.13,2000,0
nobunaga no yabou reppuuden,strategy,tecmo koei,1999,0.2,1990,0
nobunaga no yabou soutensoku with powerup kit,strategy,tecmo koei,2011,0.02,2010,0
nobunaga no yabou souzou,strategy,tecmo koei,2013,0.25,2010,0
nobunaga no yabou tendou,strategy,tecmo koei,2010,0.13,2010,0
nobunaga no yabou tendou with powerup kit,strategy,tecmo koei,2011,0.07,2010,0
nobunaga no yabou tenshoki,strategy,tecmo koei,1996,0.28,1990,0
nobunagas ambition 3ds,simulation,tecmo koei,2013,0.04,2010,0
nobunagas ambition ii,strategy,tecmo koei,2015,0.04,2010,1
nobunagas ambition iron triangle,strategy,tecmo koei,2006,0.09,2000,0
nobunagas ambition rise to power,strategy,tecmo koei,2004,0.08,2000,0
nobunagas ambition sphere of influence,strategy,tecmo koei,2014,0.09,2010,0
nobunagas ambition sphere of influence  sengoku risshiden,misc,tecmo koei,2016,0.11,2010,0
nobunagas ambition tenshouki with powerup kit hd version,strategy,tecmo koei,2015,0.02,2010,0
nodame cantabile,misc,namco bandai games,2007,0.11,2000,0
nodame cantabile tanoshii ongaku no jikan desu,misc,namco bandai games,2010,0.02,2010,0
noddy in toyland,misc,gsp,2011,0.06,2010,0
nogizaka haruka no himitsu cosplay hajime mashita,adventure,ascii media works,2008,0.02,2000,0
nol la neige,adventure,pioneer ldc,1998,0.07,1990,0
nol not digital,adventure,pioneer ldc,1996,0.21,1990,0
nonomura byoin no hitobito,adventure,elf,1996,0.36,1990,0
nora to koku no koubou kiri no mori no majo,roleplaying,atlus,2011,0.05,2010,0
norn  nonette last era,action,idea factory,2015,0.01,2010,0
norn9 norn  nonette,adventure,idea factory,2013,0.04,2010,0
norse by norsewest the return of the lost vikings,action,interplay,1997,0.07,1990,0
north american hunting extravaganza,sports,zushi games,2008,0.36,2000,0
north american hunting extravaganza 2,sports,unknown,2010,0.04,2010,1
nostalgia,roleplaying,tecmo koei,2008,0.19,2000,0
nounai aeshe iq suppli ds,misc,spike,2006,0.3,2000,0
nounai aeshe iq suppli ds 2  sukkiri king ketteisen,misc,spike,2007,0.05,2000,1
nova usagi no game de ryuugaku ds,misc,konami digital entertainment,2007,0.01,2000,0
novastorm,shooter,psygnosis,1995,0.04,1990,0
now thats what i call music dance  sing,misc,unknown,2011,0.21,2010,0
nppl championship paintball 2009,shooter,activision value,2008,0.66,2000,0
ntra breeders cup world thoroughbred championships,simulation,bethesda softworks,2005,0.19,2000,0
nuclear strike,simulation,electronic arts,1997,1.19,1990,0
nuclear strike 64,simulation,thq,1999,0.11,1990,0
nurarihyon no mago hyakki ryouran taisen,fighting,konami digital entertainment,2011,0.02,2010,0
nyarukosan nafushigatai game no you na mono,adventure,5pb,2013,0.01,2010,0
obscure,adventure,microids,2004,0.11000000000000001,2000,0
obscure the aftermath,action,playlogic game factory,2008,0.21,2000,0
ocean commander,simulation,valcon games,2009,0.03,2000,0
ochaken no heya ds,simulation,mto,2006,0.12,2000,0
ochaken no heya ds 2,simulation,mto,2007,0.09,2000,1
octomania,puzzle,midas interactive entertainment,2007,0.06,2000,0
odama,misc,nintendo,2006,0.11,2000,0
oddworld abes exoddus,platform,gt interactive,1998,0.99,1990,0
oddworld abes oddysee,platform,gt interactive,1997,1.24,1990,0
oddworld munchs oddysee,platform,atari,2001,0.79,2000,0
oddworld strangers wrath,adventure,electronic arts,2005,0.26,2000,0
odin sphere,roleplaying,square enix,2007,0.56,2000,0
