Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,FranchiseTag,Total_Regional_Sales,Sales_Ratio
10345,tournament pool,wii,2009,sports,destineer,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10346,cabelas north american adventures,x360,2010,sports,activision,0.1,0.0,0.0,0.01,0.11,2010,0,0.11,1.0
10347,aqua aqua,ps2,2000,puzzle,3do,0.05,0.04,0.0,0.01,0.11,2000,0,0.09999999999999999,1.1
10348,viewtiful joe double trouble,ds,2005,action,capcom,0.08,0.0,0.01,0.01,0.11,2000,0,0.09999999999999999,1.1
10349,tom clancys splinter cell conviction,pc,2010,action,ubisoft,0.0,0.08,0.0,0.02,0.11,2010,0,0.1,1.1
10350,mega man zero 4,gba,2005,platform,capcom,0.08,0.03,0.0,0.0,0.11,2000,1,0.11,1.0
10351,black bass with blue marlin,ps,1999,sports,starfish,0.06,0.04,0.0,0.01,0.11,1990,0,0.11,1.0
10352,mega man battle network 5 double team ds jp sales,ds,2005,roleplaying,nintendo,0.0,0.0,0.11,0.0,0.11,2000,1,0.11,1.0
10353,utawarerumono chiriyukusha e no komoriuta,ps2,2006,adventure,aqua plus,0.0,0.0,0.11,0.0,0.11,2000,0,0.11,1.0
10354,hyper formation soccer,ps,1995,sports,human entertainment,0.0,0.0,0.1,0.01,0.11,1990,0,0.11,1.0
10355,tiger woods pga tour 06,gc,2005,sports,electronic arts,0.08,0.02,0.0,0.0,0.11,2000,0,0.1,1.1
10356,jupiter strike,ps,1994,shooter,acclaim entertainment,0.06,0.04,0.0,0.01,0.11,1990,0,0.11,1.0
10357,sudokuro,ds,2007,puzzle,crave entertainment,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10358,blazblue continuum shift ii,3ds,2011,fighting,pqube,0.05,0.01,0.04,0.01,0.11,2010,1,0.11,1.0
10359,saigo no yakusoku no monogatari,psp,2011,roleplaying,unknown,0.0,0.0,0.11,0.0,0.11,2010,0,0.11,1.0
10360,the book of unwritten tales,pc,2009,adventure,hmh interactive,0.0,0.08,0.0,0.02,0.11,2000,0,0.1,1.1
10361,metal gear solid integral,ps,1999,adventure,konami digital entertainment,0.0,0.0,0.1,0.01,0.11,1990,0,0.11,1.0
10362,naruto shippuden 3d the new era,3ds,2011,action,505 games,0.0,0.04,0.06,0.01,0.11,2010,0,0.11,1.0
10363,fifa world cup germany 2006,psp,2006,sports,electronic arts,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10365,lego star wars the force awakens,x360,2016,action,warner bros interactive entertainment,0.04,0.06,0.0,0.01,0.11,2010,0,0.11,1.0
10366,reign of fire,gc,2002,shooter,bam entertainment,0.08,0.02,0.0,0.0,0.11,2000,0,0.1,1.1
10367,rock band track pack classic rock,ps3,2009,misc,mtv games,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10368,rock revolution,ds,2008,misc,konami digital entertainment,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10369,big league sports summer,ds,2009,sports,activision,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10370,tom clancys hawx 2,wii,2010,action,ubisoft,0.07,0.03,0.0,0.01,0.11,2010,1,0.11,1.0
10371,sakura wars,dc,2000,adventure,sega,0.0,0.0,0.11,0.0,0.11,2000,0,0.11,1.0
10372,jampack volume 14 rpt,ps2,2006,misc,sony computer entertainment,0.05,0.04,0.0,0.01,0.11,2000,0,0.09999999999999999,1.1
10373,pro yakyuu team o tsukurou 2,ds,2009,sports,sega,0.0,0.0,0.11,0.0,0.11,2000,1,0.11,1.0
10374,mace griffin bounty hunter,xb,2003,shooter,electronic arts,0.08,0.02,0.0,0.0,0.11,2000,0,0.1,1.1
10375,martian gothic unification,ps,2001,adventure,taketwo interactive,0.06,0.04,0.0,0.01,0.11,2000,0,0.11,1.0
10376,woody woodpecker racing,ps,1999,racing,konami digital entertainment,0.06,0.04,0.0,0.01,0.11,1990,0,0.11,1.0
10377,final fantasy xii international zodiac job system,ps2,2007,roleplaying,square enix,0.0,0.0,0.11,0.0,0.11,2000,0,0.11,1.0
10378,barbie in the 12 dancing princesses,ds,2007,adventure,activision,0.09,0.01,0.0,0.01,0.11,2000,0,0.10999999999999999,1.0
10379,fight club,xb,2004,fighting,vivendi games,0.08,0.02,0.0,0.0,0.11,2000,0,0.1,1.1
10380,carnage heart,ps,1995,strategy,sony computer entertainment,0.01,0.01,0.09,0.01,0.11,1990,0,0.12,0.92
10381,grand theft auto mission pack 1 london 1969,ps,1998,adventure,taketwo interactive,0.06,0.04,0.0,0.01,0.11,1990,0,0.11,1.0
10382,kamen rider climax heroes,ps2,2009,fighting,namco bandai games,0.0,0.0,0.11,0.0,0.11,2000,0,0.11,1.0
10383,roboticsnotes,ps3,2012,adventure,5pb,0.0,0.0,0.11,0.0,0.11,2010,0,0.11,1.0
10384,disney channel collection vol 1,gba,2004,misc,unknown,0.08,0.03,0.0,0.0,0.11,2000,0,0.11,1.0
10385,total immersion racing,ps2,2002,racing,empire interactive,0.05,0.04,0.0,0.01,0.11,2000,0,0.09999999999999999,1.1
10386,virtual hydlide,sat,1995,roleplaying,sega,0.0,0.0,0.11,0.0,0.11,1990,0,0.11,1.0
10387,world series of poker tournament of champions 2007 edition,psp,2006,misc,activision,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10388,tales of the world reve unitia,3ds,2014,roleplaying,namco bandai games,0.0,0.0,0.11,0.0,0.11,2010,0,0.11,1.0
10389,karaoke revolution,ps3,2009,misc,konami digital entertainment,0.07,0.03,0.0,0.01,0.11,2000,0,0.11,1.0
10390,warriors orochi 3,psp,2012,action,ubisoft annecy,0.0,0.0,0.11,0.0,0.11,2010,1,0.11,1.0
10391,the bachelor the videogame,wii,2010,misc,warner bros interactive entertainment,0.1,0.0,0.0,0.01,0.11,2010,0,0.11,1.0
10392,space invaders,gba,2002,shooter,activision,0.08,0.03,0.0,0.0,0.11,2000,0,0.11,1.0
10393,blazblue chrono phantasma,psv,2014,fighting,arc system works,0.06,0.0,0.03,0.02,0.11,2010,0,0.11,1.0
10394,digimon digital card battle,ps,1999,strategy,namco bandai games,0.06,0.04,0.0,0.01,0.11,1990,0,0.11,1.0
10395,toukiden 2,psv,2016,action,tecmo koei,0.0,0.0,0.11,0.0,0.11,2010,1,0.11,1.0
10396,earth defense force 2 invaders from planet space,psv,2014,action,xseed games,0.04,0.01,0.04,0.02,0.11,2010,1,0.11,1.0
10397,kurokos basketball miracle game,psp,2012,sports,namco bandai games,0.0,0.0,0.11,0.0,0.11,2010,0,0.11,1.0
10398,dreamer series top model,ds,2009,simulation,dreamcatcher interactive,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10399,jikkyou powerful pro yakyuu 13 ketteiban,ps2,2006,sports,konami digital entertainment,0.0,0.0,0.11,0.0,0.11,2000,0,0.11,1.0
10400,shovel knight,wiiu,2015,platform,yacht club games,0.06,0.04,0.0,0.01,0.11,2010,0,0.11,1.0
10401,yuusha no kuse ni namaikida or 3d,psp,2010,strategy,sony computer entertainment,0.0,0.0,0.11,0.0,0.11,2010,0,0.11,1.0
10402,the first templar,x360,2011,action,kalypso media,0.06,0.04,0.0,0.01,0.11,2010,0,0.11,1.0
10403,xmen the official game,ds,2006,action,activision,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10404,dead to rights ii,xb,2005,shooter,electronic arts,0.08,0.02,0.0,0.0,0.11,2000,1,0.1,1.1
10405,petz fashion dogz  catz,ds,2009,simulation,ubisoft,0.1,0.0,0.0,0.01,0.11,2000,0,0.11,1.0
10406,project horned owl,ps,1995,shooter,sony computer entertainment,0.03,0.02,0.05,0.01,0.11,1990,0,0.11,1.0
10407,mobile suit gundam age universe accel  cosmic drive,psp,2012,action,namco bandai games,0.0,0.0,0.11,0.0,0.11,2010,0,0.11,1.0
10408,child of light,psv,2014,roleplaying,ubisoft,0.0,0.07,0.02,0.02,0.11,2010,0,0.11000000000000001,1.0
10409,singstar guitar,ps3,2010,misc,sony computer entertainment,0.0,0.08,0.0,0.02,0.11,2010,0,0.1,1.1
10410,dragon ball z super gokuden kakuseihen,snes,1995,roleplaying,namco bandai games,0.0,0.0,0.11,0.0,0.11,1990,0,0.11,1.0
10411,help wanted 50 wacky jobs,wii,2008,simulation,hudson soft,0.06,0.04,0.0,0.01,0.11,2000,0,0.11,1.0
10412,busou shinki battle masters mk 2,psp,2011,action,konami digital entertainment,0.0,0.0,0.11,0.0,0.11,2010,1,0.11,1.0
10413,cabelas dangerous hunts 2,xb,2005,sports,activision,0.08,0.02,0.0,0.0,0.11,2000,1,0.1,1.1
10414,fairy tail portable guild,psp,2010,fighting,konami digital entertainment,0.0,0.0,0.11,0.0,0.11,2010,0,0.11,1.0
10415,champion jockey g1 jockey  gallop racer,wii,2011,sports,tecmo koei,0.05,0.04,0.01,0.01,0.11,2010,0,0.10999999999999999,1.0
10416,simcity 2000,gba,2003,simulation,zoo digital publishing,0.08,0.03,0.0,0.0,0.11,2000,0,0.11,1.0
10417,brunswick circuit pro bowling 2,ps,2000,sports,thq,0.06,0.04,0.0,0.01,0.11,2000,1,0.11,1.0
10418,d,ps,1995,adventure,acclaim entertainment,0.0,0.0,0.1,0.01,0.11,1990,0,0.11,1.0
10419,winning eleven pro evolution soccer 2007,x360,2006,sports,konami digital entertainment,0.09,0.0,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10420,ennichi no tatsujin,wii,2006,misc,namco bandai games,0.0,0.0,0.1,0.0,0.1,2000,0,0.1,1.0
10421,squinkies 2 adventure mall surprize,ds,2011,platform,activision,0.1,0.0,0.0,0.01,0.1,2010,1,0.11,0.91
10422,wizardry vi bane of the cosmic forge,snes,1995,roleplaying,ascii entertainment,0.0,0.0,0.1,0.0,0.1,1990,0,0.1,1.0
10423,power pocket koushien,ds,2005,sports,konami digital entertainment,0.0,0.0,0.1,0.0,0.1,2000,0,0.1,1.0
10424,gravity games bike street vert dirt,ps2,2002,sports,midway games,0.05,0.04,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10425,contact,ds,2006,roleplaying,rising star games,0.07,0.0,0.03,0.01,0.1,2000,0,0.11,0.91
10426,pro yaky spirits 2010,ps2,2010,sports,konami digital entertainment,0.0,0.0,0.1,0.0,0.1,2010,0,0.1,1.0
10427,princess debut,ds,2008,misc,cave,0.1,0.0,0.0,0.01,0.1,2000,0,0.11,0.91
10428,my first dollhouse,ds,2010,misc,505 games,0.1,0.0,0.0,0.01,0.1,2010,0,0.11,0.91
10429,cloudy with a chance of meatballs,ps3,2009,platform,ubisoft,0.09,0.01,0.0,0.01,0.1,2000,0,0.10999999999999999,0.91
10430,family party 30 great games,wii,2008,misc,d3publisher,0.09,0.01,0.0,0.01,0.1,2000,0,0.10999999999999999,0.91
10431,top spin,ps2,2005,sports,taketwo interactive,0.05,0.04,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10432,derby stallion p,psp,2006,sports,enterbrain,0.0,0.0,0.1,0.0,0.1,2000,0,0.1,1.0
10433,kenka bancho bros tokyo battle royale,psp,2012,action,spike,0.0,0.0,0.1,0.0,0.1,2010,0,0.1,1.0
10434,ufc tapout 2,xb,2003,fighting,capcom,0.08,0.02,0.0,0.0,0.1,2000,1,0.1,1.0
10435,adventure time finn  jake investigations,ps3,2015,action,little orbit,0.02,0.07,0.0,0.02,0.1,2010,0,0.11000000000000001,0.91
10436,kamen rider battride war ii,ps3,2014,action,namco bandai games,0.0,0.0,0.1,0.0,0.1,2010,1,0.1,1.0
10437,kirarin  revolution tsukutte misechao kime  kira stage,ds,2007,simulation,konami digital entertainment,0.0,0.0,0.1,0.0,0.1,2000,0,0.1,1.0
10438,thrillville off the rails,psp,2007,strategy,lucasarts,0.09,0.0,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10439,imagine soccer captain,ds,2009,sports,ubisoft,0.1,0.0,0.0,0.01,0.1,2000,0,0.11,0.91
10440,jikkyou powerful pro yakyuu 10,gc,2003,sports,konami digital entertainment,0.0,0.0,0.1,0.0,0.1,2000,0,0.1,1.0
10441,vexx,xb,2003,platform,acclaim entertainment,0.08,0.02,0.0,0.0,0.1,2000,0,0.1,1.0
10442,f1 career challenge,ps2,2003,racing,electronic arts,0.05,0.04,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10443,taiko no tatsujin v version,psv,2015,action,namco bandai games,0.0,0.0,0.1,0.0,0.1,2010,1,0.1,1.0
10444,pariah,xb,2005,action,hip interactive,0.08,0.02,0.0,0.0,0.1,2000,0,0.1,1.0
10445,cabelas outdoor adventures,xb,2005,sports,zoo digital publishing,0.08,0.02,0.0,0.0,0.1,2000,0,0.1,1.0
10446,agatha christie the abc murders,ds,2009,adventure,jowood productions,0.08,0.01,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10447,metal slug 3,xb,2004,shooter,ignition entertainment,0.08,0.02,0.0,0.0,0.1,2000,1,0.1,1.0
10448,the smurfs 2,wii,2013,platform,ubisoft,0.0,0.09,0.0,0.01,0.1,2010,1,0.09999999999999999,1.0
10449,motocross mania 3,ps2,2004,racing,taketwo interactive,0.05,0.04,0.0,0.01,0.1,2000,1,0.09999999999999999,1.0
10450,fatal frame 2 wii edition,wii,2012,action,nintendo,0.0,0.0,0.1,0.0,0.1,2010,1,0.1,1.0
10451,dancing on ice,wii,2010,sports,ghostlight,0.0,0.09,0.0,0.01,0.1,2010,0,0.09999999999999999,1.0
10452,pro yakyuu famista ds 2009,ds,2009,sports,namco bandai games,0.0,0.0,0.1,0.0,0.1,2000,0,0.1,1.0
10453,banjopilot,gba,2005,racing,thq,0.07,0.03,0.0,0.0,0.1,2000,0,0.1,1.0
10454,family feud 2012 edition,x360,2011,misc,ubisoft,0.1,0.0,0.0,0.01,0.1,2010,0,0.11,0.91
10455,gallop racer 2006,ps2,2005,sports,tecmo koei,0.02,0.02,0.06,0.01,0.1,2000,0,0.11,0.91
10456,army corps of hell,psv,2011,action,square enix,0.05,0.04,0.0,0.02,0.1,2010,0,0.11,0.91
10457,frogger ancient shadow,ps2,2005,platform,konami digital entertainment,0.05,0.04,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10458,digimon story lost evolution,ds,2010,roleplaying,namco bandai games,0.0,0.0,0.1,0.0,0.1,2010,0,0.1,1.0
10459,exit ds,ds,2008,puzzle,square enix,0.09,0.0,0.01,0.01,0.1,2000,0,0.10999999999999999,0.91
10460,skidoo snowmobile challenge,ps3,2009,racing,pqube,0.1,0.0,0.0,0.01,0.1,2000,0,0.11,0.91
10461,universe at war earth assault,x360,2008,action,sega,0.09,0.01,0.0,0.01,0.1,2000,0,0.10999999999999999,0.91
10462,despicable me the game,ps2,2010,platform,d3publisher,0.05,0.04,0.0,0.01,0.1,2010,0,0.09999999999999999,1.0
10463,metal arms glitch in the system,gc,2003,shooter,vivendi games,0.08,0.02,0.0,0.0,0.1,2000,0,0.1,1.0
10464,the whispered world,pc,2009,adventure,deep silver,0.0,0.08,0.0,0.02,0.1,2000,0,0.1,1.0
10465,tom clancys splinter cell chaos theory,gc,2005,action,ubisoft,0.08,0.02,0.0,0.0,0.1,2000,0,0.1,1.0
10466,learn chess,ds,2009,misc,dreamcatcher interactive,0.1,0.0,0.0,0.01,0.1,2000,0,0.11,0.91
10468,escape from monkey island,ps2,2001,adventure,lucasarts,0.05,0.04,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10469,leisure suit larry box office bust,ps3,2009,adventure,codemasters,0.06,0.03,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10470,the wolf among us,ps3,2014,adventure,telltale games,0.05,0.03,0.0,0.02,0.1,2010,0,0.1,1.0
10471,mickeys speedway usa weekly jp sales,n64,2000,racing,nintendo,0.0,0.0,0.1,0.0,0.1,2000,0,0.1,1.0
10472,who wants to be a millionaire 3rd edition,wii,2010,misc,ubisoft,0.1,0.0,0.0,0.01,0.1,2010,0,0.11,0.91
10473,boku no natsuyasumi portable mushi mushi hakase to teppenyama no himitsu,psp,2006,adventure,sony computer entertainment,0.0,0.0,0.1,0.0,0.1,2000,0,0.1,1.0
10474,miami law,ds,2009,adventure,konami digital entertainment,0.1,0.0,0.0,0.01,0.1,2000,0,0.11,0.91
10475,macross 30 ginga o tsunagu utagoe,ps3,2013,shooter,namco bandai games,0.0,0.0,0.1,0.0,0.1,2010,0,0.1,1.0
10476,kidou senshi gundam uc,ps3,2012,action,namco bandai games,0.0,0.0,0.1,0.0,0.1,2010,0,0.1,1.0
10477,yugioh 5ds wheelie breakers,wii,2009,racing,konami digital entertainment,0.09,0.01,0.0,0.01,0.1,2000,0,0.10999999999999999,0.91
10478,nicktoons mlb,ds,2011,sports,taketwo interactive,0.1,0.0,0.0,0.01,0.1,2010,0,0.11,0.91
10479,gretzky nhl,psp,2005,sports,sony computer entertainment,0.1,0.0,0.0,0.01,0.1,2000,0,0.11,0.91
10480,corvette evolution gt,ds,2008,racing,black bean games,0.1,0.0,0.0,0.01,0.1,2000,0,0.11,0.91
10481,mays mystery forbidden memories,ds,2011,puzzle,mastertronic,0.05,0.04,0.0,0.01,0.1,2010,0,0.09999999999999999,1.0
10482,pictoimage,ds,2007,puzzle,sega,0.1,0.0,0.0,0.01,0.1,2000,0,0.11,0.91
10483,etrian odyssey ii heroes of lagaard,3ds,2014,roleplaying,atlus,0.0,0.0,0.1,0.0,0.1,2010,1,0.1,1.0
10484,ridge racer 2,psp,2006,racing,sony computer entertainment,0.0,0.03,0.07,0.01,0.1,2000,1,0.11,0.91
10485,momotarou dentetsu 16,wii,2007,misc,hudson soft,0.0,0.0,0.1,0.0,0.1,2000,0,0.1,1.0
10486,igor the game,wii,2008,adventure,cdv software entertainment,0.09,0.0,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10487,dropship united peace force,ps2,2002,simulation,sony computer entertainment,0.05,0.04,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10488,road rash jailbreak,gba,2003,racing,zoo digital publishing,0.07,0.03,0.0,0.0,0.1,2000,0,0.1,1.0
10489,rome total war,pc,2004,strategy,activision,0.0,0.08,0.0,0.02,0.1,2000,0,0.1,1.0
10490,green lantern rise of the manhunters,wii,2011,action,warner bros interactive entertainment,0.06,0.04,0.0,0.01,0.1,2010,0,0.11,0.91
10491,castlevania lords of shadow 2,x360,2014,action,konami digital entertainment,0.02,0.07,0.0,0.01,0.1,2010,1,0.1,1.0
10492,lucha libre aaa heroes del ring,ps3,2010,fighting,konami digital entertainment,0.1,0.0,0.0,0.01,0.1,2010,0,0.11,0.91
10493,syberia,xb,2003,action,microids,0.08,0.02,0.0,0.0,0.1,2000,0,0.1,1.0
10494,g1 jockey 3,ps2,2002,sports,thq,0.02,0.01,0.07,0.0,0.1,2000,1,0.1,1.0
10495,shrek forever after,x360,2010,platform,activision,0.09,0.0,0.0,0.01,0.1,2010,0,0.09999999999999999,1.0
10497,revolution x,ps,1995,shooter,acclaim entertainment,0.06,0.04,0.0,0.01,0.1,1990,0,0.11,0.91
10498,myst,ds,2007,adventure,midway games,0.09,0.0,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10499,little battlers experience w,3ds,2013,roleplaying,level 5,0.0,0.0,0.1,0.0,0.1,2010,0,0.1,1.0
10500,riviera the promised land,gba,2004,roleplaying,sting,0.07,0.03,0.0,0.0,0.1,2000,0,0.1,1.0
10501,risen 3 titan lords,ps3,2014,roleplaying,deep silver,0.02,0.06,0.0,0.02,0.1,2010,1,0.1,1.0
10502,top gun combat zones,gba,2004,simulation,mastiff,0.07,0.03,0.0,0.0,0.1,2000,0,0.1,1.0
10503,bujingai the forsaken city,ps2,2003,fighting,505 games,0.05,0.04,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10504,doko demo issho,psp,2004,misc,sony computer entertainment,0.0,0.0,0.1,0.0,0.1,2000,0,0.1,1.0
10505,alvin and the chipmunks the squeakquel,wii,2009,misc,majesco entertainment,0.09,0.0,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10506,the story of noahs ark,ds,2010,action,southpeak games,0.1,0.0,0.0,0.01,0.1,2010,0,0.11,0.91
10507,brooktown high senior year,psp,2007,simulation,konami digital entertainment,0.09,0.0,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10508,astro boy the video game,ds,2009,action,d3publisher,0.09,0.0,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10509,zombie army trilogy,xone,2015,shooter,rebellion developments,0.04,0.05,0.0,0.01,0.1,2010,0,0.09999999999999999,1.0
10510,beyond good  evil,xb,2003,adventure,ubisoft,0.08,0.02,0.0,0.0,0.1,2000,0,0.1,1.0
10511,blitz the league ii,x360,2008,sports,midway games,0.08,0.01,0.0,0.01,0.1,2000,1,0.09999999999999999,1.0
10512,death by degrees,ps2,2005,action,sony computer entertainment,0.05,0.04,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10513,vandal hearts ii,ps,1999,strategy,konami digital entertainment,0.06,0.04,0.0,0.01,0.1,1990,1,0.11,0.91
10514,gouketuji ichizoku 2 chottodake saikyou densetsu,ps,1995,fighting,atlus,0.0,0.0,0.1,0.01,0.1,1990,1,0.11,0.91
10515,samurai warriors chronicles 2nd,3ds,2012,action,ubisoft annecy,0.0,0.0,0.1,0.0,0.1,2010,0,0.1,1.0
10516,medal of honor vanguard,wii,2007,shooter,electronic arts,0.06,0.03,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10517,toaru majutsu no index,psp,2011,adventure,kadokawa shoten,0.0,0.0,0.1,0.0,0.1,2010,0,0.1,1.0
10518,doras cooking club,ds,2010,misc,taketwo interactive,0.08,0.01,0.0,0.01,0.1,2010,0,0.09999999999999999,1.0
10519,esa game pack,ps3,2010,misc,sony computer entertainment,0.09,0.0,0.0,0.01,0.1,2010,0,0.09999999999999999,1.0
10520,americas next top model,ds,2008,action,eidos interactive,0.1,0.0,0.0,0.01,0.1,2000,0,0.11,0.91
10521,god eater 2 rage burst,ps4,2015,roleplaying,namco bandai games,0.0,0.01,0.09,0.0,0.1,2010,1,0.09999999999999999,1.0
10522,uta no princesama music,psp,2011,misc,broccoli,0.0,0.0,0.1,0.0,0.1,2010,0,0.1,1.0
10523,uno  skipbo  uno freefall,ds,2006,misc,zoo digital publishing,0.1,0.0,0.0,0.01,0.1,2000,0,0.11,0.91
10524,culdcept ds,ds,2008,strategy,sega,0.0,0.0,0.1,0.0,0.1,2000,0,0.1,1.0
10525,colin mcrae rally 04,xb,2004,racing,codemasters,0.08,0.02,0.0,0.0,0.1,2000,0,0.1,1.0
10526,monster jam maximum destruction,gba,2002,racing,ubisoft,0.07,0.03,0.0,0.0,0.1,2000,0,0.1,1.0
10527,the king of fighters dream match 1999,dc,1999,fighting,snk,0.0,0.0,0.1,0.0,0.1,1990,0,0.1,1.0
10528,fifa street,xb,2005,sports,electronic arts,0.08,0.02,0.0,0.0,0.1,2000,0,0.1,1.0
10529,truth or lies,wii,2010,misc,thq,0.04,0.05,0.0,0.01,0.1,2010,0,0.09999999999999999,1.0
10530,weiss schwarz portable,psp,2011,strategy,namco bandai games,0.0,0.0,0.1,0.0,0.1,2010,0,0.1,1.0
10531,kirarin  revolution mezase idol queen,ds,2007,simulation,konami digital entertainment,0.0,0.0,0.1,0.0,0.1,2000,0,0.1,1.0
10532,dungeons  dragons tactics,psp,2007,strategy,atari,0.09,0.0,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10533,xmen children of the atom,ps,1998,fighting,acclaim entertainment,0.06,0.04,0.0,0.01,0.1,1990,0,0.11,0.91
10534,hot wheels stunt track challenge,xb,2004,racing,thq,0.08,0.02,0.0,0.0,0.1,2000,0,0.1,1.0
10535,dora  kailans pet shelter,ds,2011,strategy,taketwo interactive,0.08,0.01,0.0,0.01,0.1,2010,0,0.09999999999999999,1.0
10536,dj max fever,psp,2009,misc,pm studios,0.09,0.0,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10537,math blaster in the prime adventure,ds,2009,misc,majesco entertainment,0.09,0.0,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10538,football director ds,ds,2008,sports,pinnacle,0.0,0.1,0.0,0.0,0.1,2000,0,0.1,1.0
10539,shellshock,ps,1995,action,core design ltd,0.06,0.04,0.0,0.01,0.1,1990,0,0.11,0.91
10540,blue stinger,dc,1999,adventure,activision,0.0,0.0,0.1,0.0,0.1,1990,0,0.1,1.0
10541,yggdra union well never fight alone,psp,2008,roleplaying,sting,0.05,0.0,0.04,0.01,0.1,2000,0,0.09999999999999999,1.0
10542,the destiny of zorro,wii,2009,action,505 games,0.1,0.0,0.0,0.01,0.1,2000,0,0.11,0.91
10543,hot wheels ultimate racing,psp,2007,action,activision,0.09,0.0,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10544,capcom vs snk 2 eo,xb,2003,fighting,capcom,0.08,0.02,0.0,0.0,0.1,2000,1,0.1,1.0
10545,inazuma eleven go strikers 2013,wii,2012,roleplaying,level 5,0.0,0.0,0.1,0.0,0.1,2010,0,0.1,1.0
10546,metal gear solid hd edition,ps3,2011,action,konami digital entertainment,0.0,0.0,0.1,0.0,0.1,2010,0,0.1,1.0
10547,hunter the reckoning,gc,2002,action,virgin interactive,0.08,0.02,0.0,0.0,0.1,2000,0,0.1,1.0
10548,daito giken koushiki pachislot simulator hihouden  ossu banchou  yoshimune ds,ds,2007,misc,paon,0.0,0.0,0.1,0.0,0.1,2000,0,0.1,1.0
10549,urban chaos,ps,1999,action,eidos interactive,0.06,0.04,0.0,0.01,0.1,1990,0,0.11,0.91
10550,creeper world 3 arc eternal,wii,2009,strategy,namco bandai games,0.0,0.0,0.1,0.0,0.1,2000,1,0.1,1.0
10551,monkey mischief party time,wii,2008,misc,activision,0.09,0.0,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10552,draglade,ds,2007,fighting,505 games,0.09,0.0,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10553,ds kageyama method dennou hanpuku  tadashii kanji kakitorikun,ds,2007,misc,shogakukan,0.0,0.0,0.1,0.0,0.1,2000,0,0.1,1.0
10554,water sports,wii,2009,action,avanquest,0.05,0.04,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10555,freaky flyers,ps2,2003,racing,midway games,0.05,0.04,0.0,0.01,0.1,2000,0,0.09999999999999999,1.0
10556,baten kaitos origins,gc,2006,roleplaying,unknown,0.06,0.02,0.02,0.0,0.1,2000,0,0.1,1.0
